"Animal Number","Animal Tag Id","Animal Life No. ","Lactation Days","Day Production","Date","Rumination Minutes","Intake Total","Rest Feed","Failures","Milkings","Fat/Protein Ratio","SCC Indication","Refusals","Day production Dev."
"86","3087212","US DD1610","280","55.6","2026-04-03","531","12.42","0.15","0","2","1.16","","3","-1.98"
"86","3087212","US DD1610","281","53.4","2026-04-04","499","12.49","0.15","0","2","1.16","","9","-3.97"
"109","3353222","US DD1611","243","58.2","2026-04-03","623","15.10","0.17","0","3","1.32","","1","0.00"
"109","3353222","US DD1611","244","56.0","2026-04-04","552","11.15","0.17","0","2","1.32","","1","-1.98"
"1230","","US DD1614","","","2026-04-03","","","","","","","","",""
"1230","","US DD1614","","","2026-04-04","","","","","","","","",""
"252","6641942","US DD1617","9","63.9","2026-04-03","412","12.28","0.20","0","4","1.14","","8","22.49"
"252","6641942","US DD1617","10","65.5","2026-04-04","442","14.25","0.26","0","4","1.14","","10","18.30"
"1234","","US DD1619","","","2026-04-03","","","","","","","","",""
"1234","","US DD1619","","","2026-04-04","","","","","","","","",""
"1236","","US DD1621","","","2026-04-03","","","","","","","","",""
"1236","","US DD1621","","","2026-04-04","","","","","","","","",""
"1237","","US DD1622","","","2026-04-03","","","","","","","","",""
"1237","","US DD1622","","","2026-04-04","","","","","","","","",""
"1238","","US DD1623","","","2026-04-03","","","","","","","","",""
"1238","","US DD1623","","","2026-04-04","","","","","","","","",""
"64","3087236","US DD1624","","","2026-04-03","0","","","","","","","",""
"64","3087236","US DD1624","0","22.3","2026-04-04","69","2.07","0.83","0","2","1.56","","1","0.00"
"346","3183472","US DD1625","13","72.1","2026-04-03","562","8.82","0.14","0","2","1.11","","5","12.57"
"346","3183472","US DD1625","14","56.2","2026-04-04","636","13.69","2.43","2","1","1.07","","0","-3.53"
"1242","","US DD1630","","","2026-04-03","","","","","","","","",""
"1242","","US DD1630","","","2026-04-04","","","","","","","","",""
"1243","","US DD1629","","","2026-04-03","","","","","","","","",""
"1243","","US DD1629","","","2026-04-04","","","","","","","","",""
"1245","","US DD1633","","","2026-04-03","","","","","","","","",""
"1245","","US DD1633","","","2026-04-04","","","","","","","","",""
"204","5925507","US DD1634","4","53.8","2026-04-03","554","6.70","0.12","0","3","0.90","","3","1.98"
"204","5925507","US DD1634","5","44.8","2026-04-04","491","6.42","0.60","0","2","0.88","","1","-4.41"
"1247","","US DD1635","","","2026-04-03","","","","","","","","",""
"1247","","US DD1635","","","2026-04-04","","","","","","","","",""
"1248","","US DD1636","","","2026-04-03","","","","","","","","",""
"1248","","US DD1636","","","2026-04-04","","","","","","","","",""
"1249","","US DD1637","","","2026-04-03","","","","","","","","",""
"1249","","US DD1637","","","2026-04-04","","","","","","","","",""
"1250","","US DD1638","","","2026-04-03","","","","","","","","",""
"1250","","US DD1638","","","2026-04-04","","","","","","","","",""
"1251","","US DD1639","","","2026-04-03","","","","","","","","",""
"1251","","US DD1639","","","2026-04-04","","","","","","","","",""
"60","3087116","US DD1640","4","33.5","2026-04-03","479","3.53","2.73","3","1","1.16","","1","-3.31"
"60","3087116","US DD1640","5","32.4","2026-04-04","570","3.17","2.30","0","1","1.17","","0","-0.44"
"1253","","US DD1641","","","2026-04-03","","","","","","","","",""
"1253","","US DD1641","","","2026-04-04","","","","","","","","",""
"30","3087392","US DD1646","","","2026-04-03","","","","","","","","",""
"30","3087392","US DD1646","","","2026-04-04","","","","","","","","",""
"216","6634679","US DD1642","224","79.1","2026-04-03","500","13.33","2.21","0","2","1.31","","0","-3.75"
"216","6634679","US DD1642","225","78.5","2026-04-04","532","19.33","2.44","0","3","1.31","","0","-3.09"
"1256","","US DD1647","","","2026-04-03","","","","","","","","",""
"1256","","US DD1647","","","2026-04-04","","","","","","","","",""
"257","6634640","US DD1648","","0.0","2026-04-03","414","","","0","2","","","5","0.00"
"257","6634640","US DD1648","","0.0","2026-04-04","304","","","0","1","","","3","0.00"
"247","6641939","US DD1649","10","61.9","2026-04-03","457","15.31","0.32","0","4","0.95","","13","11.46"
"247","6641939","US DD1649","11","64.2","2026-04-04","575","14.39","0.23","0","4","1.02","","11","9.92"
"265","6641319","US DD1650","10","64.6","2026-04-03","506","13.19","0.19","0","3","0.94","","4","9.70"
"265","6641319","US DD1650","11","66.4","2026-04-04","568","16.51","0.27","0","4","0.98","","10","9.04"
"137","3087194","US DD1652","6","44.1","2026-04-03","423","7.20","0.47","0","2","1.10","","1","-0.22"
"137","3087194","US DD1652","7","47.6","2026-04-04","538","7.76","0.11","0","3","1.08","","5","6.83"
"1261","","US DD1653","4","","2026-04-03","","","","","","","","",""
"1261","","US DD1653","5","","2026-04-04","","","","","","","","",""
"27","3087387","US DD1655","0","12.6","2026-04-03","74","2.39","0.91","0","2","1.47","","0","0.00"
"27","3087387","US DD1655","1","25.1","2026-04-04","402","4.14","0.24","0","2","1.29","","0","6.17"
"2","3086479","US DD1654","14","51.8","2026-04-03","597","13.19","0.39","2","2","1.01","","0","5.95"
"2","3086479","US DD1654","15","50.0","2026-04-04","497","6.63","3.36","0","1","1.00","","0","2.65"
"1264","","US DD1656","","","2026-04-03","","","","","","","","",""
"1264","","US DD1656","","","2026-04-04","","","","","","","","",""
"17","3086731","US DD1660","328","82.5","2026-04-03","589","13.33","3.33","0","2","1.43","23","1","-5.73"
"17","3086731","US DD1660","329","91.5","2026-04-04","507","18.81","0.27","0","3","1.36","","0","3.31"
"39","6642027","US DD1662","479","","2026-04-03","359","","","","","","","",""
"39","6642027","US DD1662","480","","2026-04-04","617","","","","","","","",""
"203","5926241","US DD1671","84","126.8","2026-04-03","540","6.70","8.16","0","1","1.07","","0","-0.88"
"203","5926241","US DD1671","85","120.1","2026-04-04","624","20.11","6.30","0","3","1.12","","0","-6.61"
"1266","","US DD1672","","","2026-04-03","","","","","","","","",""
"1266","","US DD1672","","","2026-04-04","","","","","","","","",""
"746","3351299","US DD1674","12","69.9","2026-04-03","622","12.63","0.24","0","3","1.02","","3","10.14"
"746","3351299","US DD1674","13","70.3","2026-04-04","568","16.30","0.20","0","3","1.01","","0","7.28"
"43","3086557","US DD1675","44","72.1","2026-04-03","554","16.13","0.31","2","2","1.53","193","0","-24.25"
"43","3086557","US DD1675","45","84.0","2026-04-04","516","14.64","0.26","0","3","1.41","805","2","-10.80"
"1268","","US DD1676","","","2026-04-03","","","","","","","","",""
"1268","","US DD1676","","","2026-04-04","","","","","","","","",""
"1269","","US DD1677","","","2026-04-03","","","","","","","","",""
"1269","","US DD1677","","","2026-04-04","","","","","","","","",""
"1270","","US DD1679","","","2026-04-03","","","","","","","","",""
"1270","","US DD1679","","","2026-04-04","","","","","","","","",""
"1271","","US DD1680","","","2026-04-03","","","","","","","","",""
"1271","","US DD1680","","","2026-04-04","","","","","","","","",""
"193","6635122","US DD1687","232","82.0","2026-04-03","554","17.02","0.28","0","4","1.66","30","2","2.43"
"193","6635122","US DD1687","233","77.8","2026-04-04","502","15.06","0.22","0","4","1.57","31","2","-1.54"
"188","6632868","US DD1683","515","","2026-04-03","263","","","","","","","",""
"188","6632868","US DD1683","516","","2026-04-04","528","","","","","","","",""
"568","3184472","US DD1699","52","94.1","2026-04-03","591","16.79","0.31","0","3","1.18","2976","1","-1.10"
"568","3184472","US DD1699","53","95.9","2026-04-04","590","17.32","0.39","0","4","1.17","1355","0","0.44"
"212","6635120","US DD1693","334","","2026-04-03","234","","","","","","","",""
"212","6635120","US DD1693","335","","2026-04-04","550","","","","","","","",""
"208","6633192","US DD1689","122","88.6","2026-04-03","386","12.80","2.78","0","2","1.37","7","0","-28.22"
"208","6633192","US DD1689","123","93.0","2026-04-04","496","16.31","2.47","0","3","1.47","7","2","-22.27"
"192","3543451","US DD1686","236","57.1","2026-04-03","498","13.10","0.22","0","3","1.34","2150","2","1.98"
"192","3543451","US DD1686","237","52.5","2026-04-04","522","16.90","0.27","0","4","1.42","2262","1","-2.65"
"210","6632735","US DD1691","396","78.7","2026-04-03","480","14.58","0.37","0","4","1.40","97","8","-3.09"
"210","6632735","US DD1691","397","75.0","2026-04-04","541","17.74","0.45","0","5","1.32","76","7","-5.95"
"131","3087351","US DD1696","29","110.4","2026-04-03","458","15.59","0.22","0","3","1.14","","0","-9.70"
"131","3087351","US DD1696","30","118.8","2026-04-04","625","20.67","0.27","0","4","1.10","","0","-0.22"
"138","3086806","US DD1697","571","39.5","2026-04-03","390","14.18","0.66","0","3","1.28","","2","-0.88"
"138","3086806","US DD1697","572","39.2","2026-04-04","514","12.06","0.15","0","3","1.28","","1","-1.32"
"121","3087395","US DD1700","37","129.0","2026-04-03","564","20.00","0.52","0","3","1.02","","0","16.31"
"121","3087395","US DD1700","38","127.2","2026-04-04","599","17.98","0.37","0","3","1.18","99","0","13.01"
"1272","","US 1703","","","2026-04-03","","","","","","","","",""
"1272","","US 1703","","","2026-04-04","","","","","","","","",""
"1274","","US DD1705","","","2026-04-03","","","","","","","","",""
"1274","","US DD1705","","","2026-04-04","","","","","","","","",""
"217","6634709","US DD1706","42","138.2","2026-04-03","571","21.96","0.43","0","4","1.04","23","0","8.60"
"217","6634709","US DD1706","43","130.7","2026-04-04","661","20.06","0.37","0","4","1.07","27","1","0.88"
"67","3086685","US DD1707","4","37.3","2026-04-03","393","5.01","1.66","0","2","1.15","","0","-3.31"
"67","3086685","US DD1707","5","47.8","2026-04-04","641","5.50","0.90","0","2","1.13","","0","5.29"
"1276","","US DD1708","","","2026-04-03","","","","","","","","",""
"1276","","US DD1708","","","2026-04-04","","","","","","","","",""
"218","6632897","US DD1712","76","99.2","2026-04-03","369","19.46","0.47","0","3","1.16","233","1","-1.32"
"218","6632897","US DD1712","77","95.5","2026-04-04","392","21.25","0.45","0","4","1.14","306","0","-4.41"
"223","6632661","US DD1714","316","57.1","2026-04-03","479","14.58","0.26","0","3","1.43","120","0","5.07"
"223","6632661","US DD1714","317","58.4","2026-04-04","476","11.61","0.15","0","2","1.42","120","0","5.51"
"224","6642406","US DD1716","12","68.1","2026-04-03","591","15.00","0.21","0","3","1.09","46","0","8.82"
"224","6642406","US DD1716","13","76.9","2026-04-04","588","15.89","0.19","0","3","0.99","46","0","13.67"
"1278","","US DD1719","","","2026-04-03","","","","","","","","",""
"1278","","US DD1719","","","2026-04-04","","","","","","","","",""
"1279","","US DD1720","","","2026-04-03","","","","","","","","",""
"1279","","US DD1720","","","2026-04-04","","","","","","","","",""
"1277","","US DD1715","","","2026-04-03","","","","","","","","",""
"1277","","US DD1715","","","2026-04-04","","","","","","","","",""
"1280","","US DD1721","","","2026-04-03","","","","","","","","",""
"1280","","US DD1721","","","2026-04-04","","","","","","","","",""
"227","6632644","US DD1723","377","101.4","2026-04-03","564","16.90","0.28","0","3","1.34","","0","1.98"
"227","6632644","US DD1723","378","96.1","2026-04-04","606","23.99","0.38","0","5","1.31","2001","2","-2.65"
"236","6632625","US DD1722","21","66.4","2026-04-03","481","15.66","0.26","1","3","1.03","","1","4.85"
"236","6632625","US DD1722","22","68.1","2026-04-04","599","14.60","0.28","0","3","1.03","","0","4.85"
"4","3086632","US DD1724","22","40.6","2026-04-03","652","5.65","4.21","0","1","1.32","629","0","4.63"
"4","3086632","US DD1724","23","43.4","2026-04-04","271","11.49","3.01","0","2","1.28","","0","6.39"
"1283","","US DD1726","","","2026-04-03","","","","","","","","",""
"1283","","US DD1726","","","2026-04-04","","","","","","","","",""
"52","3087406","DD1733","10","72.8","2026-04-03","565","12.06","0.29","0","3","1.02","","6","11.02"
"52","3087406","DD1733","11","69.9","2026-04-04","591","17.21","0.55","2","4","0.95","","9","5.07"
"1284","","US DD1731","","","2026-04-03","","","","","","","","",""
"1284","","US DD1731","","","2026-04-04","","","","","","","","",""
"1286","","US 1734","","","2026-04-03","","","","","","","","",""
"1286","","US 1734","","","2026-04-04","","","","","","","","",""
"1287","","US DD1736","","","2026-04-03","","","","","","","","",""
"1287","","US DD1736","","","2026-04-04","","","","","","","","",""
"1288","","US DD1737","","","2026-04-03","","","","","","","","",""
"1288","","US DD1737","","","2026-04-04","","","","","","","","",""
"266","6640786","US 1738","18","56.0","2026-04-03","492","18.27","0.30","1","2","1.03","","0","-1.32"
"266","6640786","US 1738","19","47.8","2026-04-04","443","11.64","0.17","0","2","1.10","","0","-8.16"
"226","6634736","US DD1739","307","43.0","2026-04-03","512","9.88","0.09","0","2","1.41","","1","-0.88"
"226","6634736","US DD1739","308","37.9","2026-04-04","571","14.96","0.14","0","3","1.44","","1","-5.51"
"1290","","US DD1740","","","2026-04-03","","","","","","","","",""
"1290","","US DD1740","","","2026-04-04","","","","","","","","",""
"1291","","US 1741","","","2026-04-03","","","","","","","","",""
"1291","","US 1741","","","2026-04-04","","","","","","","","",""
"1292","","US DD1743","","","2026-04-03","","","","","","","","",""
"1292","","US DD1743","","","2026-04-04","","","","","","","","",""
"3","3086603","US 1744","11","60.0","2026-04-03","557","11.99","0.30","0","3","0.97","","3","10.80"
"3","3086603","US 1744","12","55.3","2026-04-04","378","6.70","3.83","0","1","0.93","","0","3.97"
"1294","","US 1745","","","2026-04-03","","","","","","","","",""
"1294","","US 1745","","","2026-04-04","","","","","","","","",""
"184","3183423","US DD1747","10","21.8","2026-04-03","492","9.52","0.22","8","1","0.93","","5","10.14"
"184","3183423","US DD1747","11","17.0","2026-04-04","517","9.17","0.20","4","2","0.89","","2","4.63"
"105","3087401","US DD1748","128","120.8","2026-04-03","526","24.94","0.36","0","4","1.36","105","0","5.95"
"105","3087401","US DD1748","129","112.7","2026-04-04","456","17.68","0.28","0","3","1.25","171","1","-1.76"
"163","3352744","US DD1751","21","69.9","2026-04-03","512","13.69","0.29","0","4","0.91","","8","1.98"
"163","3352744","US DD1751","22","65.7","2026-04-04","543","15.80","0.40","0","5","0.91","","13","-1.98"
"12","3086327","US DD1752","","","2026-04-03","","","","","","","","",""
"12","3086327","US DD1752","","","2026-04-04","","","","","","","","",""
"144","3087427","US DD1755","8","45.6","2026-04-03","463","8.68","0.15","0","3","0.92","","12","11.24"
"144","3087427","US DD1755","9","49.4","2026-04-04","583","13.83","0.20","0","4","0.95","","11","10.58"
"1299","","US DD1756","","","2026-04-03","","","","","","","","",""
"1299","","US DD1756","","","2026-04-04","","","","","","","","",""
"145","3086699","US DD1758","10","54.9","2026-04-03","539","10.86","0.17","0","3","0.91","","7","9.04"
"145","3086699","US DD1758","11","53.1","2026-04-04","486","10.02","0.11","0","2","0.91","","1","4.41"
"128","3087160","US DD1759","413","","2026-04-03","316","","","","","","","",""
"128","3087160","US DD1759","414","","2026-04-04","460","","","","","","","",""
"1301","","US DD1760","","","2026-04-03","","","","","","","","",""
"1301","","US DD1760","","","2026-04-04","","","","","","","","",""
"146","3087034","US DD1761","8","46.1","2026-04-03","499","8.47","1.76","0","2","1.03","","0","9.04"
"146","3087034","US DD1761","9","46.7","2026-04-04","561","10.86","0.66","1","2","1.01","","1","5.95"
"58","3086115","US DD1766","369","73.0","2026-04-03","568","15.00","0.20","0","3","1.23","124","0","-0.66"
"58","3086115","US DD1766","370","69.4","2026-04-04","566","16.43","0.21","0","3","1.28","162","0","-4.19"
"59","3087697","US DD1767","382","21.4","2026-04-03","533","2.56","0.00","0","1","1.79","","0","-5.07"
"59","3087697","US DD1767","383","22.7","2026-04-04","552","5.06","1.98","0","2","1.90","","0","-4.41"
"37","3087451","US DD1768","353","63.9","2026-04-03","520","17.14","0.21","0","3","1.53","","0","-0.22"
"37","3087451","US DD1768","354","63.1","2026-04-04","573","11.71","0.16","0","2","1.54","","0","-0.66"
"164","3542845","US DD1769","2","69.2","2026-04-03","488","5.00","0.76","0","2","0.79","","1","7.72"
"164","3542845","US DD1769","3","76.5","2026-04-04","366","6.19","0.10","0","3","0.92","","2","3.75"
"89","3087349","US DD1763","308","82.2","2026-04-03","571","16.85","0.33","0","3","1.30","70","0","1.10"
"89","3087349","US DD1763","309","71.0","2026-04-04","607","13.33","1.66","0","2","1.28","70","1","-9.48"
"1304","","US DD1773","","","2026-04-03","","","","","","","","",""
"1304","","US DD1773","","","2026-04-04","","","","","","","","",""
"1305","","US DD1774","","","2026-04-03","","","","","","","","",""
"1305","","US DD1774","","","2026-04-04","","","","","","","","",""
"117","3087338","US DD1775","10","20.7","2026-04-03","486","12.20","0.33","4","2","1.08","","1","-6.83"
"117","3087338","US DD1775","11","40.3","2026-04-04","515","8.89","0.20","0","3","1.18","","4","10.36"
"1307","","US DD1776","","","2026-04-03","","","","","","","","",""
"1307","","US DD1776","","","2026-04-04","","","","","","","","",""
"1308","","US DD1777","","","2026-04-03","","","","","","","","",""
"1308","","US DD1777","","","2026-04-04","","","","","","","","",""
"1309","","US DD1778","","","2026-04-03","","","","","","","","",""
"1309","","US DD1778","","","2026-04-04","","","","","","","","",""
"1310","","US DD1780","","","2026-04-03","","","","","","","","",""
"1310","","US DD1780","","","2026-04-04","","","","","","","","",""
"1311","","US DD1781","","","2026-04-03","","","","","","","","",""
"1311","","US DD1781","","","2026-04-04","","","","","","","","",""
"1312","","US DD1785","","","2026-04-03","","","","","","","","",""
"1312","","US DD1785","","","2026-04-04","","","","","","","","",""
"1313","","US DD1786","","","2026-04-03","","","","","","","","",""
"1313","","US DD1786","","","2026-04-04","","","","","","","","",""
"1314","","US DD1787","","","2026-04-03","","","","","","","","",""
"1314","","US DD1787","","","2026-04-04","","","","","","","","",""
"215","6641856","US 1788","23","86.0","2026-04-03","550","15.03","0.30","0","4","1.03","","0","12.79"
"215","6641856","US 1788","24","75.0","2026-04-04","466","17.85","0.28","0","4","1.01","","2","-0.66"
"1316","","US DD1789","","","2026-04-03","","","","","","","","",""
"1316","","US DD1789","","","2026-04-04","","","","","","","","",""
"1317","","US 1789","","","2026-04-03","","","","","","","","",""
"1317","","US 1789","","","2026-04-04","","","","","","","","",""
"1318","","US 1790","","","2026-04-03","","","","","","","","",""
"1318","","US 1790","","","2026-04-04","","","","","","","","",""
"1319","","US DD1791","","","2026-04-03","","","","","","","","",""
"1319","","US DD1791","","","2026-04-04","","","","","","","","",""
"238","6634733","US DD1798","208","75.8","2026-04-03","352","14.76","0.41","0","3","1.25","","4","0.66"
"238","6634733","US DD1798","209","73.0","2026-04-04","544","18.10","0.49","0","4","1.29","78","3","-2.65"
"232","6632637","US DD1792","152","114.6","2026-04-03","598","13.33","1.51","0","2","1.25","83","1","5.95"
"232","6632637","US DD1792","153","117.7","2026-04-04","618","20.00","0.40","0","3","1.41","93","1","9.04"
"243","6633246","US DD1803","109","111.6","2026-04-03","471","24.29","0.40","0","4","1.19","59","2","0.00"
"243","6633246","US DD1803","110","106.9","2026-04-04","449","18.27","0.31","0","3","1.26","59","1","-4.41"
"239","6641905","US DD1799","45","147.0","2026-04-03","707","22.14","0.53","0","4","1.06","156","2","6.39"
"239","6641905","US DD1799","46","138.4","2026-04-04","637","21.31","0.48","0","4","1.11","156","4","-2.87"
"235","6633202","US DD1795","198","116.6","2026-04-03","658","17.43","0.36","0","4","1.26","","0","0.22"
"235","6633202","US DD1795","199","109.8","2026-04-04","572","19.82","0.34","0","4","1.28","","0","-6.61"
"240","6633288","US DD1800","350","22.7","2026-04-03","431","9.52","4.38","1","1","1.67","","0","-2.43"
"240","6633288","US DD1800","351","22.7","2026-04-04","447","7.48","1.40","0","2","1.64","","0","-2.20"
"241","6634711","US DD1801","391","49.4","2026-04-03","593","12.49","0.69","0","2","1.49","","0","-1.54"
"241","6634711","US DD1801","392","49.4","2026-04-04","503","12.63","0.15","0","2","1.48","","1","-1.32"
"237","6635029","US DD1797","378","","2026-04-03","501","","","","","","","",""
"237","6635029","US DD1797","379","","2026-04-04","536","","","","","","","",""
"1320","","US DD1804","","","2026-04-03","","","","","","","","",""
"1320","","US DD1804","","","2026-04-04","","","","","","","","",""
"233","6634664","US DD1793","319","69.4","2026-04-03","493","13.40","2.64","0","2","1.39","","0","-1.10"
"233","6634664","US DD1793","320","66.8","2026-04-04","433","13.40","2.11","0","2","1.42","","1","-3.53"
"1321","","US DD1805","","","2026-04-03","","","","","","","","",""
"1321","","US DD1805","","","2026-04-04","","","","","","","","",""
"1322","","US DD1806","","","2026-04-03","","","","","","","","",""
"1322","","US DD1806","","","2026-04-04","","","","","","","","",""
"244","6632803","US DD1810","220","65.3","2026-04-03","343","12.68","4.37","0","2","1.37","629","1","-13.89"
"244","6632803","US DD1810","221","71.2","2026-04-04","543","12.32","1.66","0","2","1.46","405","0","-6.61"
"245","6634963","US DD1811","167","0.0","2026-04-03","194","","","0","0","","","1","-2.43"
"245","6634963","US DD1811","168","","2026-04-04","475","","","","","","","",""
"1323","3543443","US DD1812","","","2026-04-03","481","","","","","","","",""
"1323","3543443","US DD1812","","0.0","2026-04-04","277","","","0","0","","","1","0.00"
"1324","","US DD1813","","","2026-04-03","","","","","","","","",""
"1324","","US DD1813","","","2026-04-04","","","","","","","","",""
"1325","","US 1815","","","2026-04-03","","","","","","","","",""
"1325","","US 1815","","","2026-04-04","","","","","","","","",""
"248","6635044","US DD1816","323","87.1","2026-04-03","499","15.12","0.30","0","3","1.26","1736","1","0.66"
"248","6635044","US DD1816","324","65.3","2026-04-04","555","19.17","0.41","2","3","1.15","990","0","-19.62"
"253","6634702","US DD1821","462","58.9","2026-04-03","466","13.90","0.22","0","3","1.25","","6","-0.22"
"253","6634702","US DD1821","463","57.3","2026-04-04","322","11.57","0.13","0","2","1.26","","7","-1.76"
"136","3087368","US DD1819","227","63.7","2026-04-03","572","12.91","2.43","0","2","1.30","","0","-11.24"
"136","3087368","US DD1819","228","64.4","2026-04-04","619","19.19","0.32","0","3","1.39","","0","-9.48"
"260","6634655","US DD1828","183","49.2","2026-04-03","334","6.67","8.39","0","1","1.23","","0","-19.84"
"260","6634655","US DD1828","184","52.0","2026-04-04","614","6.67","7.84","0","1","1.22","","0","-14.77"
"256","6634673","US DD1824","177","109.3","2026-04-03","638","18.04","0.39","0","4","1.37","","1","-3.53"
"256","6634673","US DD1824","178","114.6","2026-04-04","597","18.81","0.37","0","4","1.36","","0","1.54"
"261","6634657","US DD1829","132","100.1","2026-04-03","551","20.00","7.11","0","3","1.13","102","0","-17.20"
"261","6634657","US DD1829","133","83.3","2026-04-04","527","17.14","0.28","0","3","1.35","1083","1","-31.08"
"258","6641953","US DD1826","353","","2026-04-03","214","","","","","","","",""
"258","6641953","US DD1826","354","","2026-04-04","584","","","","","","","",""
"1326","","US DD1326","","","2026-04-03","","","","","","","","",""
"1326","","US DD1326","","","2026-04-04","","","","","","","","",""
"1327","","US DD1832","","","2026-04-03","","","","","","","","",""
"1327","","US DD1832","","","2026-04-04","","","","","","","","",""
"1328","","US DD1833","","","2026-04-03","","","","","","","","",""
"1328","","US DD1833","","","2026-04-04","","","","","","","","",""
"231","6635053","US DD1834","212","13.2","2026-04-03","441","7.62","0.54","0","2","1.11","2785","0","-12.13"
"231","6635053","US DD1834","213","22.3","2026-04-04","525","11.43","0.11","0","3","1.12","2776","1","-2.65"
"221","6635124","US DD1836","202","93.0","2026-04-03","643","6.67","7.88","0","1","1.33","","0","-5.51"
"221","6635124","US DD1836","203","95.9","2026-04-04","629","13.33","6.99","0","2","1.35","","0","-4.41"
"1329","","US DD1835","","","2026-04-03","","","","","","","","",""
"1329","","US DD1835","","","2026-04-04","","","","","","","","",""
"1331","","US DD1841","","","2026-04-03","","","","","","","","",""
"1331","","US DD1841","","","2026-04-04","","","","","","","","",""
"1330","","US DD1840","","","2026-04-03","","","","","","","","",""
"1330","","US DD1840","","","2026-04-04","","","","","","","","",""
"1332","","US DD1842","","","2026-04-03","","","","","","","","",""
"1332","","US DD1842","","","2026-04-04","","","","","","","","",""
"787","3184144","US DD1846","222","40.6","2026-04-03","518","9.31","0.12","0","2","1.62","","2","-0.66"
"787","3184144","US DD1846","223","40.6","2026-04-04","566","15.03","0.20","0","3","1.53","","0","-0.44"
"1335","","US DD1848","","","2026-04-03","","","","","","","","",""
"1335","","US DD1848","","","2026-04-04","","","","","","","","",""
"1336","","US DD1849","","","2026-04-03","","","","","","","","",""
"1336","","US DD1849","","","2026-04-04","","","","","","","","",""
"1337","","US DD1851","","","2026-04-03","","","","","","","","",""
"1337","","US DD1851","","","2026-04-04","","","","","","","","",""
"1338","","US DD1852","","","2026-04-03","","","","","","","","",""
"1338","","US DD1852","","","2026-04-04","","","","","","","","",""
"1339","","US DD1853","","","2026-04-03","","","","","","","","",""
"1339","","US DD1853","","","2026-04-04","","","","","","","","",""
"1340","","US DD1855","","","2026-04-03","","","","","","","","",""
"1340","","US DD1855","","","2026-04-04","","","","","","","","",""
"1341","","US DD1856","","","2026-04-03","","","","","","","","",""
"1341","","US DD1856","","","2026-04-04","","","","","","","","",""
"1342","","US DD1858","","","2026-04-03","","","","","","","","",""
"1342","","US DD1858","","","2026-04-04","","","","","","","","",""
"1343","","US 1859","","","2026-04-03","","","","","","","","",""
"1343","","US 1859","","","2026-04-04","","","","","","","","",""
"1345","","US DD1861","","","2026-04-03","","","","","","","","",""
"1345","","US DD1861","","","2026-04-04","","","","","","","","",""
"1344","","US DD1860","","","2026-04-03","","","","","","","","",""
"1344","","US DD1860","","","2026-04-04","","","","","","","","",""
"1347","","US DD1863","","","2026-04-03","","","","","","","","",""
"1347","","US DD1863","","","2026-04-04","","","","","","","","",""
"1346","","US DD1862","","","2026-04-03","","","","","","","","",""
"1346","","US DD1862","","","2026-04-04","","","","","","","","",""
"1348","","US DD1864","","","2026-04-03","","","","","","","","",""
"1348","","US DD1864","","","2026-04-04","","","","","","","","",""
"1349","","US DD1865","","","2026-04-03","","","","","","","","",""
"1349","","US DD1865","","","2026-04-04","","","","","","","","",""
"1350","","US DD1866","","","2026-04-03","","","","","","","","",""
"1350","","US DD1866","","","2026-04-04","","","","","","","","",""
"1351","","US DD1867","","","2026-04-03","","","","","","","","",""
"1351","","US DD1867","","","2026-04-04","","","","","","","","",""
"1353","","US DD1869","","","2026-04-03","","","","","","","","",""
"1353","","US DD1869","","","2026-04-04","","","","","","","","",""
"1354","","US DD1870","","","2026-04-03","","","","","","","","",""
"1354","","US DD1870","","","2026-04-04","","","","","","","","",""
"270","6642008","US DD1871","144","116.4","2026-04-03","534","17.98","0.49","0","4","1.49","","2","2.43"
"270","6642008","US DD1871","145","116.2","2026-04-04","555","20.42","0.50","0","4","1.40","218","4","2.43"
"1355","","US DD1872","","","2026-04-03","","","","","","","","",""
"1355","","US DD1872","","","2026-04-04","","","","","","","","",""
"1356","","US DD1873","","","2026-04-03","","","","","","","","",""
"1356","","US DD1873","","","2026-04-04","","","","","","","","",""
"1357","","US DD1874","","","2026-04-03","","","","","","","","",""
"1357","","US DD1874","","","2026-04-04","","","","","","","","",""
"1358","","US DD1875","","","2026-04-03","","","","","","","","",""
"1358","","US DD1875","","","2026-04-04","","","","","","","","",""
"1359","","US DD1876","","","2026-04-03","","","","","","","","",""
"1359","","US DD1876","","","2026-04-04","","","","","","","","",""
"1360","","US DD1877","","","2026-04-03","","","","","","","","",""
"1360","","US DD1877","","","2026-04-04","","","","","","","","",""
"1361","","US DD1878","","","2026-04-03","","","","","","","","",""
"1361","","US DD1878","","","2026-04-04","","","","","","","","",""
"1362","","US DD1879","","","2026-04-03","","","","","","","","",""
"1362","","US DD1879","","","2026-04-04","","","","","","","","",""
"1363","","US DD1880","","","2026-04-03","","","","","","","","",""
"1363","","US DD1880","","","2026-04-04","","","","","","","","",""
"1364","","US DD1882","","","2026-04-03","","","","","","","","",""
"1364","","US DD1882","","","2026-04-04","","","","","","","","",""
"1365","","US DD1883","","","2026-04-03","","","","","","","","",""
"1365","","US DD1883","","","2026-04-04","","","","","","","","",""
"1366","","US 1884","","","2026-04-03","","","","","","","","",""
"1366","","US 1884","","","2026-04-04","","","","","","","","",""
"1367","","US 1885","","","2026-04-03","","","","","","","","",""
