"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Conductivity","","","","","","","","","","","",""
"41","3087391","DD1514","2026-04-06","275","73.9","287","3","","2.5","3.1","1.28","0","73.9","-7.1","- |  - |  - |  -","","","","16.72","0.22","","Pregnant","Vet ck-pg","2026-01-16","148","","2","2026-01-16","Pregnant","66","66","70","70","99.5","501","0","","12","462","104","3","North Milking Cows"
"808","3087269","DD1521","2026-04-06","236","60.6","174","9","","2.7","3.0","1.36","0","60.6","-9.7","- |  - |  - |  -","","","","15.73","0.19","","Pregnant","Vet ck-preg","2026-02-20","105","","2","2026-02-20","Pregnant","65","65","67","65","100.9","501","0","","4","508","103","3","North Milking Cows"
"87","3087609","DD1522","2026-04-06","296","63.5","176","27","","3.8","2.1","1.63","0","63.5","-18.3","- |  - |  - |  -","","","","7.83","0.09","","Pregnant","","2025-10-17","217","","1","2025-10-17","Pregnant","72","71","72","72","101.7","501","0","x","13","511","103","3","North Milking Cows"
"82","3087220","DD1523","2026-04-06","281","37.0","351","5","","2.6","1.8","1.46","0","37.0","-2.2","- |  - |  - |  -","","","","12.13","3.62","","Pregnant","Vet ck-pg","2025-12-19","181","","1","2025-12-19","Pregnant","69","74","73","74","99.3","501","0","","14","624","104","3","North Milking Cows"
"803","5927959","DD1524","2026-04-06","256","56.9","813","0","","1.8","1.7","1.29","0","56.9","-3.7","- |  - |  - |  -","","","","6.70","2.43","","Off sync program","","2026-02-23","34","","1","","","73","71","73","73","100.9","501","0","","4","627","104","3","North Milking Cows"
"140","3352078","DD1525","2026-04-06","253","51.4","159","8","","2.6","2.7","1.37","0","51.4","-4.4","- |  - |  - |  -","","","","9.52","0.13","","Pregnant","Vet ck-pg","2025-12-19","169","","2","2025-12-19","Pregnant","66","65","67","65","101.5","501","0","","10","413","103","3","North Milking Cows"
"158","3087680","DD1528","2026-04-06","269","60.0","121","19","","3.2","3.3","1.25","3","60.0","-9.9","- |  - |  - |  -","","","","17.78","0.29","","Pregnant","Vet ck-preg","2026-02-20","107","","2","2026-02-20","Pregnant","63","65","65","65","99.5","501","0","","6","339","103","3","North Milking Cows"
"1157","","DD1529","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"206","3543433","DD1530","2026-04-06","256","51.1","170","26","","2.6","2.1","1.69","0","51.1","-5.5","- |  - |  - |  -","","","","14.88","0.20","61","Pregnant","Vet ck-Pg","2025-11-21","185","","1","2025-11-21","Pregnant","64","71","67","66","100.4","501","0","x","4","384","102","103","South Milking Cows"
"1162","","DD1533","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"48","3087565","DD1534","2026-04-06","240","55.3","179","13","","2.7","2.9","1.30","0","55.3","-7.9","- |  - |  - |  -","","","","13.62","0.18","","Pregnant","Vet ck-pg","2025-12-19","173","","1","2025-12-19","Pregnant","66","67","69","66","99.5","501","0","","12","410","104","3","North Milking Cows"
"148","3087735","DD1535","2026-04-06","280","66.4","355","20","","2.8","2.9","1.34","0","66.4","-7.1","- |  - |  - |  -","","","","17.26","0.20","240","Pregnant","Vet ck-Pg","2025-11-21","199","","1","2025-11-21","Pregnant","65","66","65","67","101.7","501","0","","5","472","101","103","South Milking Cows"
"262","6634652","DD1537","2026-04-06","285","54.9","265","4","","2.0","2.0","1.36","0","54.9","-2.4","- |  - |  - |  -","","","","10.37","0.17","","Pregnant","Vet ck-preg","2026-02-20","111","","4","2026-02-20","Pregnant","68","68","70","69","98.2","501","0","","4","350","104","3","North Milking Cows"
"1169","","DD1539","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"134","3087229","DD1540","2026-04-06","157","64.2","108","5","","2.9","3.0","1.27","0","64.2","-2.4","- |  - |  - |  -","","","","13.39","0.35","28","Metritis","Vet ck-reck/dirty-clean","2025-12-19","12","","2","","","69","71","72","73","98.2","501","0","","28","348","102","103","South Milking Cows"
"7","3087274","DD1542","2026-04-06","272","45.9","355","13","","2.1","2.1","1.64","1","45.9","-8.6","- |  - |  - |  -","","","","12.35","0.95","","Pregnant","Vet ck-Pg","2025-11-21","197","","2","2025-11-21","Pregnant","68","68","69","68","101.5","501","0","x","10","568","103","3","North Milking Cows"
"207","3086128","DD1543","2026-04-06","259","64.2","243","20","","2.8","3.1","1.28","3","64.2","-7.5","- |  - |  - |  -","","","","14.32","0.18","","Pregnant","Vet ck-Pg","2025-11-21","197","","1","2025-11-21","Pregnant","72","75","75","78","99.9","501","0","","0","618","104","3","North Milking Cows"
"1174","","DD1544","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"15","3087121","DD1546","2026-04-06","280","48.9","159","25","","2.4","2.6","1.35","0","48.9","-6.8","- |  - |  - |  -","","","","11.92","0.17","","Pregnant","Vet ck-pg","2025-12-19","168","","2","2025-12-19","Pregnant","70","71","78","69","100.8","501","0","","0","446","103","108","Main"
"135","3086678","DD1547","","450","","269","199","","2.5","0.0","0.00","79","","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-Pg","2025-11-21","199","","3","2025-11-21","Pregnant","91","80","82","88","99.0","501","0","","13","531","103","1","Default"
"159","3087807","DD1548","2026-04-06","293","76.3","134","9","","3.6","3.3","1.43","0","76.3","-8.2","- |  - |  - |  -","","","","12.63","0.22","","","","","50","","1","","","71","71","73","72","100.6","501","0","","2","463","103","3","North Milking Cows"
"61","3086148","DD1550","2026-04-06","260","52.0","88","31","","2.6","2.7","1.46","0","52.0","-5.7","- |  - |  - |  -","","","","17.92","0.25","","Pregnant","Vet ck-pg","2026-01-16","141","","4","2026-01-16","Pregnant","65","0","65","66","101.1","501","0","","4","572","103","3","North Milking Cows"
"155","3086104","DD1551","2026-04-06","290","50.3","148","68","","3.4","2.6","1.25","0","50.3","-5.1","- |  - |  - |  -","","","","11.22","0.16","","Pregnant","Vet ck-Pg","2025-11-21","196","","2","2025-11-21","Pregnant","80","65","66","66","101.7","501","0","","0","525","103","3","North Milking Cows"
"1183","","DD1553","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"20","3086114","DD1558","2026-04-06","147","51.8","280","12","","1.9","2.0","1.24","0","51.8","-2.2","- |  - |  - |  -","","","","11.29","0.17","","Female infertility","Vet ck-75+DIM-Fol left,stat right,off sync","2026-02-21","19","","1","","","73","76","75","74","100.6","501","0","","4","483","103","3","North Milking Cows"
"29","3086671","DD1595","2026-04-06","287","51.8","187","4","","2.6","2.0","0.98","0","51.8","-6.2","- |  - |  - |  -","","","","10.71","2.02","","Pregnant","Vet ck-pg","2026-01-16","125","","2","2026-01-16","Pregnant","62","63","61","63","101.3","501","0","x","9","484","101","103","South Milking Cows"
"90","3087156","DD1599","2026-04-06","7","39.9","7","0","","1.7","1.7","1.13","0","39.9","9.7","- |  - |  - |  -","","","","5.71","0.31","","","","","","","","","","74","74","75","75","99.9","501","0","","","586","104","3","North Milking Cows"
"52","3087406","DD1733","2026-04-06","14","76.7","7","7","","2.6","3.1","1.08","1","76.7","5.3","- |  - |  - |  -","","","","14.74","0.52","","Metritis","","2026-03-31","","","","","","72","70","75","73","99.5","501","0","","2","651","104","3","North Milking Cows"
"1437","","DD1793","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"1416","","DD1934","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"1428","","DD1946","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"1429","","DD1947","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"1436","","DD1954 ","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"1441","","DD1959","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"1491","","DD2010","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","9","Drinking Calves"
"1111","","NL 1235469870","","","","","","","","","0.00","","","","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","108","Main"
"1272","","US 1703","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"1286","","US 1734","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg ck-160D","2025-12-19","269","x","1","2025-12-19","Pregnant","","","","","","501","","","","","","11","Young stock"
"266","6640786","US 1738","2026-04-06","22","56.9","11","3","","2.4","2.3","1.23","0","56.9","2.0","- |  - |  - |  -","","","","13.83","0.26","","","","","","","","","","69","69","71","69","101.3","501","0","","4","413","103","3","North Milking Cows"
"1291","","US 1741","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg ck-150D","2025-12-19","259","x","1","2025-12-19","Pregnant","","","","","","501","","","","","","11","Young stock"
"3","3086603","US 1744","2026-04-06","15","50.3","18","3","","1.9","2.3","1.03","2","50.3","-2.9","- |  - |  - |  -","","","","12.77","0.86","","","","","","","","","","67","66","68","67","99.7","501","0","","8","534","104","3","North Milking Cows"
"1294","","US 1745","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"215","6641856","US 1788","2026-04-06","27","79.1","9","4","","3.0","4.0","1.07","0","79.1","0.0","- |  - |  - |  -","","","","15.24","0.28","","","","","","","","","","74","74","80","76","99.7","501","0","","3","600","104","3","North Milking Cows"
"1317","","US 1789","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"1318","","US 1790","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"1325","","US 1815","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"1343","","US 1859","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"1366","","US 1884","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"1367","","US 1885","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"1375","","US 1893","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"1396","","US 1914","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"1398","","US 1916","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"1421","","US 1939","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"1422","","US 1940","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"1423","","US 1941","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"1425","","US 1943","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"1427","","US 1945","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"1432","","US 1950","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"1459","","US 1978","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"1467","","US 1986","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"1468","","US 1987","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"1475","","US 1994","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"1497","","US 2015","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","9","Drinking Calves"
"1486","","US D2005","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","9","Drinking Calves"
"1426","","US DD 1944","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"1326","","US DD1326","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"804","3087379","US DD1393","2026-04-06","409","32.2","157","19","","3.3","2.7","1.13","0","32.2","-7.1","- |  - |  - |  -","","","","11.07","0.13","11","Off sync program","","2026-02-23","33","","4","2026-02-20","Not Pregnant","72","94","81","73","99.3","501","0","","8","581","102","103","South Milking Cows"
"91","3087334","US DD1396","2026-04-06","454","53.4","137","20","","3.9","3.3","1.46","1","53.4","-9.9","- |  - |  - |  -","","","","16.43","0.35","108","Pregnant","Vet ck-pg","2026-01-16","151","","7","2026-01-16","Pregnant","69","72","69","69","100.8","501","0","","12","438","101","103","South Milking Cows"
"190","3353629","US DD1432","2026-04-06","204","61.3","112","9","","3.4","3.0","1.53","0","61.3","-3.5","- |  - |  - |  -","","","","14.40","0.22","104","Female infertility","Vet ck-57+DIM-cyst left,Cl right, lut","2026-02-20","5","","1","","","72","69","69","0","101.8","501","0","x","0","555","101","103","South Milking Cows"
"118","3087755","US DD1456","2026-04-06","329","86.4","165","19","","3.2","3.4","1.39","2","86.4","-10.8","- |  - |  - |  -","","","","16.19","0.35","71","Pregnant","Vet ck-pg","2026-01-16","130","","2","2026-01-16","Pregnant","83","73","72","71","101.8","501","0","","11","539","101","103","South Milking Cows"
"1184","","US DD1554","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"106","3087159","US DD1556","","","0.0","","0","","","","0.00","0","0.0","0.0","- |  - |  - |  -","","","","","","","Fertility cycling","Vet ck-pg ck-open,stat left, Cl right,lut, Vet ck-pg ck-open,stat left, Cl right,lut","2025-11-21","50","","2","2025-11-21","Not Pregnant","","","","","","501","0","","14","179","","1","Default"
"74","3087864","US DD1559","2026-04-06","260","55.6","300","32","","2.9","2.9","1.42","0","55.6","-4.0","- |  - |  - |  -","","","","14.60","0.15","","Off sync program","","2025-10-21","19","","5","","","70","69","71","69","101.3","501","0","","9","518","103","3","North Milking Cows"
"264","6633230","US DD1560","2026-04-06","273","44.3","115","3","","2.6","2.0","1.44","0","44.3","-9.0","- |  - |  - |  -","","","","11.43","1.84","","Pregnant","Vet ck-pg","2026-01-16","131","","2","2026-01-16","Pregnant","68","68","73","70","99.7","501","0","","14","512","104","3","North Milking Cows"
"165","5925519","US DD1563","2026-04-06","285","51.1","176","105","","2.7","2.1","1.44","0","51.1","-4.2","- |  - |  - |  -","","","","12.70","0.94","","Off sync program","","2026-02-23","34","","5","2026-02-20","Not Pregnant","70","69","70","69","99.5","501","0","","7","590","104","108","Main"
"186","3087125","US DD1564","2026-04-06","247","74.5","104","6","","3.9","3.9","1.41","0","74.5","-6.0","- |  - |  - |  -","","","","14.67","0.26","","Pregnant","Vet ck-Pg","2025-11-21","196","","1","2025-11-21","Pregnant","76","74","76","85","100.9","501","0","","9","672","103","108","Main"
"84","3086109","US DD1565","2026-04-06","251","85.3","115","19","","3.4","3.7","1.26","0","85.3","-15.0","- |  - |  - |  -","","","","15.80","0.28","","Fertility cycling","vet ck-open,CL left,stat right,lut, vet ck-open,CL left,stat right,lut","2026-03-20","15","","3","2026-03-20","Not Pregnant","69","69","70","69","101.7","501","0","","9","567","103","3","North Milking Cows"
"25","3087364","US DD1567","2026-04-06","278","32.6","121","9","","2.8","2.6","1.54","0","32.6","-5.3","- |  - |  - |  -","","","","10.37","1.08","","Pregnant","Vet ck-Pg","2025-11-21","193","","1","2025-11-21","Pregnant","65","68","65","68","100.4","501","0","x","14","211","103","108","Main"
"168","3183540","US DD1568","2026-04-06","254","84.9","256","6","","2.9","3.1","1.13","0","84.9","-7.7","- |  - |  - |  -","","","","17.38","0.28","103","Off sync program","","2026-02-23","33","","2","2026-02-20","Not Pregnant","75","80","76","77","101.1","501","0","","11","482","102","108","Main"
"1200","","US DD1569","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg ck-50D","2025-12-19","159","","1","2025-12-19","Pregnant","","","","","","501","","","","","","108","Main"
"1201","","US DD1570","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","108","Main"
"10","3086174","US DD1571","2026-04-06","266","58.9","143","11","","3.2","2.7","1.34","1","58.9","-10.6","- |  - |  - |  -","","","","11.71","0.15","","Pregnant","Vet ck-Pg","2025-11-21","212","","1","2025-11-21","Pregnant","72","70","73","71","101.7","501","0","","-3","575","104","108","Main"
"345","3184368","US DD1572","2026-04-06","14","63.3","18","31","x","1.7","1.9","1.04","0","63.3","6.4","- |  - |  - |  -","","","","11.99","0.99","","","","","","","","","","0","0","76","0","81.7","501","0","","5","520","104","108","Main"
"263","6634659","US DD1573","2026-04-06","151","32.8","225","15","","2.3","2.1","1.24","0","32.8","-5.3","- |  - |  - |  -","","","","10.65","0.11","","","","","12","","1","","","68","67","72","67","102.6","501","0","","2","362","103","3","North Milking Cows"
"81","3087668","US DD1574","2026-04-06","252","60.4","64","51","","3.0","3.1","1.40","0","60.4","-8.2","- |  - |  - |  -","","","","13.26","0.21","","Pregnant","Vet ck-PG","2026-03-20","68","","2","2026-03-20","Pregnant","71","70","75","71","99.5","501","0","","9","480","104","3","North Milking Cows"
"1207","","US DD1576","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg 90D,heifer calf","2026-03-20","108","","1","2026-03-20","Pregnant","","","","","","501","","","","","","11","Young stock"
"191","3183576","US DD1578","2026-04-06","29","43.7","84","1","","1.8","1.7","1.21","0","43.7","7.1","[M]  |  [M]  |  [M]  |  [M] ","2026-04-06","x","","9.23","0.11","339","Dirty cow","","2026-03-20","","","","","","66","88","66","68","101.5","501","0","","14","463","102","103","South Milking Cows"
"1213","","US DD1582","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","","2026-03-20","259","x","1","2026-03-20","Pregnant","","","","","","501","","","","","","11","Young stock"
"75","3088111","US DD1583","2026-04-06","221","40.1","165","19","","2.8","2.0","1.14","0","40.1","-14.3","- |  - |  - |  -","","","","6.00","3.78","","Off sync program","","2026-02-23","19","","4","2026-02-20","Not Pregnant","75","0","0","76","102.4","501","0","","13","477","103","3","North Milking Cows"
"99","3352005","US DD1585","2026-04-06","243","53.8","179","10","","2.6","2.6","1.36","0","53.8","-7.9","- |  - |  - |  -","","","","10.30","0.16","","Pregnant","Vet ck-pg","2025-12-19","177","","1","2025-12-19","Pregnant","63","62","64","63","101.3","501","0","","7","533","103","3","North Milking Cows"
"185","3087303","US DD1586","2026-04-06","239","55.8","205","62","","2.5","2.3","1.42","0","55.8","-5.7","- |  - |  - |  -","","","","13.33","0.19","","Pregnant","Vet ck-preg,twins reck 120D","2026-02-20","104","","2","2026-02-20","Pregnant","71","89","71","72","99.9","501","0","","9","569","104","3","North Milking Cows"
"1219","","US DD1589","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"1220","","US DD1590","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg ck-150D","2025-12-19","259","x","1","2025-12-19","Pregnant","","","","","","501","","","","","","11","Young stock"
"1222","","US DD1600","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"1223","","US DD1601","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"13","3086569","US DD1602","2026-04-06","216","45.6","117","25","","3.0","2.9","1.14","0","45.6","-18.5","- |  - |  - |  -","","","","11.67","0.26","753","Female infertility","Vet ck-fert ck-watch for heat","2026-01-16","57","","1","","","78","76","0","79","101.1","501","0","","5","435","101","103","South Milking Cows"
"255","6635055","US DD1603","2026-04-06","139","64.4","104","4","","2.9","2.6","1.26","0","64.4","-6.4","- |  - |  - |  -","","","","13.19","0.19","","Fertility cycling","Vet ck-stat left,CL right, lut","2026-03-20","","","","","","66","71","66","65","101.1","501","0","","14","592","103","3","North Milking Cows"
"147","3086154","US DD1604","2026-04-06","613","35.5","236","16","","2.5","2.1","1.15","0","35.5","-4.2","- |  - |  - |  -","","","","11.49","1.24","64","Pregnant","Vet ck-preg","2026-02-20","122","","5","2026-02-20","Pregnant","69","67","66","68","100.9","501","0","","14","542","102","103","South Milking Cows"
"1226","","US DD1605","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"156","3085889","US DD1607","2026-04-06","234","76.7","556","7","","3.1","2.9","1.21","0","76.7","-8.4","- |  - |  - |  -","","","","14.58","0.52","25","","","","57","","3","","","71","72","72","70","102.2","501","1","","11","355","101","103","South Milking Cows"
"88","3087586","US DD1608","2026-04-06","13","52.2","7","1","","2.3","2.7","1.09","0","52.2","-4.0","- |  - |  - |  -","","","","10.51","0.33","","","","","","","","","","82","77","78","79","99.3","501","0","","12","272","104","3","North Milking Cows"
"86","3087212","US DD1610","2026-04-06","284","44.8","123","8","","2.8","2.1","1.31","0","44.8","-9.9","- |  - |  - |  -","","","","10.51","0.11","","Pregnant","Vet ck-Pg","2025-11-21","211","","1","2025-11-21","Pregnant","61","61","64","58","99.5","501","0","","1","515","104","3","North Milking Cows"
"109","3353222","US DD1611","2026-04-06","247","52.2","209","11","","2.4","2.6","1.39","1","52.2","-4.4","- |  - |  - |  -","","","","13.83","0.17","","Not Pregnant","Vet ck-pg ck-Open,CL left,stat right","2026-01-16","11","","4","2026-01-16","Not Pregnant","61","63","63","61","100.4","501","0","","10","562","103","3","North Milking Cows"
"1230","","US DD1614","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"252","6641942","US DD1617","2026-04-06","13","69.7","22","4","","2.5","3.1","1.10","0","69.7","8.6","- |  - |  - |  -","","","","12.77","0.22","","","","","","","","","","70","72","73","70","99.5","501","0","","14","402","104","3","North Milking Cows"
"1234","","US DD1619","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"1236","","US DD1621","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"1237","","US DD1622","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"1238","","US DD1623","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"64","3087236","US DD1624","2026-04-06","3","23.4","2","1","x","1.7","1.7","1.58","0","23.4","-3.5","- |  - |  - |  -","","","","4.66","0.55","","","","","","","","","","0","74","0","0","95.2","501","0","x","10","232","103","3","North Milking Cows"
"346","3183472","US DD1625","2026-04-06","17","23.4","13","12","x","1.9","1.7","1.65","1","23.4","-23.1","- |  - |  - |  -","","","","11.78","2.46","","","","","","","","","","0","0","0","0","","501","0","x","0","575","103","3","North Milking Cows"
"62","3087292","US DD1627","2026-04-06","192","84.0","348","10","","3.1","3.9","1.33","0","84.0","-14.8","- |  - |  - |  -","","","","19.64","0.40","38","Fertility cycling","Vet ck-pg ck-open, CL left,stat right, lut","2026-03-20","19","","2","","","70","72","70","72","101.1","501","0","","1","564","102","103","South Milking Cows"
"1243","","US DD1629","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg 55D","2026-03-20","73","","1","2026-03-20","Pregnant","","","","","","501","","","","","","11","Young stock"
"1242","","US DD1630","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg ck-140D","2025-12-19","249","","1","2025-12-19","Pregnant","","","","","","501","","","","","","11","Young stock"
"1245","","US DD1633","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg ck-130D","2025-12-19","239","","1","2025-12-19","Pregnant","","","","","","501","","","","","","11","Young stock"
"204","5925507","US DD1634","2026-04-06","8","49.2","2","1","","2.4","2.4","1.05","0","49.2","1.5","- |  - |  - |  -","","","","7.34","1.03","","","","","","","","","","73","72","75","73","101.3","501","0","","-2","508","104","3","North Milking Cows"
"1247","","US DD1635","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg ck-160D","2025-12-19","269","x","1","2025-12-19","Pregnant","","","","","","501","","","","","","11","Young stock"
"1248","","US DD1636","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg ck-140D","2025-12-19","249","","1","2025-12-19","Pregnant","","","","","","501","","","","","","11","Young stock"
"1249","","US DD1637","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg ck-50D","2025-12-19","159","","1","2025-12-19","Pregnant","","","","","","501","","","","","","11","Young stock"
"1250","","US DD1638","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","Pregnant","Vet ck-pg ck-140D","2025-12-19","249","","1","2025-12-19","Pregnant","","","","","","501","","","","","","11","Young stock"
"1251","","US DD1639","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
"60","3087116","US DD1640","2026-04-06","8","43.2","11","5","x","1.8","1.7","1.35","0","43.2","6.0","- |  - |  - |  -","","","","6.46","0.95","","","","","","","","","","76","73","0","0","97.0","501","0","","5","535","104","3","North Milking Cows"
"1253","","US DD1641","","","0.0","","","","","","0.00","","0.0","0.0","- |  - |  - |  -","","","","","","","","","","","","","","","","","","","","501","","","","","","11","Young stock"
